iindex,DateTime,CloseTime,Julian Open Time,Julian Closing Time,Latitude,Longitude,AltP_feet,AltP_meters,CH4 (ppmv),CH4 (ppbv),CO (ppbv),CO2_ppm,OCS (MS),DMS (MS),CS2 (MS),CFC-12 (C/D),CFC-11 (C/D),CFC-113 (D),CFC-114 (C/MS),H-1211 (C/D),H-1301 (C),HFC-152a (MS),HFC-134a (MS),HCFC-22 (MS),HCFC-142b,HCFC-141b (MS),CHCl3 (C/D),CH3CCl3 (C/MS),CCl4 (C/MS),CH2Cl2 (C/D/MS),C2HCl3 (D/MS),C2Cl4 (C/MS),CH3Cl (MS),CH3Br (C/MS),CH3I (C/D),CH2Br2 (D),CHBrCl2 (D),CHBr2Cl (D),CHBr3 (C/MS),EtCl (MS),"1,2-DCE (MS)",MeONO2 (C/D),EtONO2 (C/D),i-PrONO2 (D),n-PrONO2 (C),2-BuONO2 (D),3-PeONO2 (D),2-PeONO2 (D),3-Methyl-2-BuONO2 (D),Ethane (E),Ethene (E),Ethyne (E),Propane (E/B),Propene (E),i-Butane (E),n-Butane (E),i-Butene (E),1-Butene (E),trans-2-Butene (MS),cis-2-Butene (MS),i-Pentane (E),n-Pentane (E),1-Pentene,Isoprene (E/B),"1,3-Butadiene (B)",trans-2-Pentene,cis-2-Pentene,3-Methyl-1-butene,2-Methyl-1-Butene,2-Methyl-2-butene,"1,2-Propadiene",n-Hexane (E),n-Heptane (E),n-Octane (B),n-Nonane (B),n-Decane (B),"2,2-Dimethylbutane (B)","2,3-Dimethylbutane (MS)",2-Methylpentane (MS),3-Methylpentane (MS),2-Methylhexane (B),3-Methylhexane (B),2-Methylheptane (B),3-Methylheptane (B),"2,3-Dimethylpentane (B)","2,4-Dimethylpentane (B)","2,2,4-Trimethylpentane (B)","2,3,4-Trimethylpentane",Cyclopentane (B),Methylcyclopentane (B),Cyclohexane,Methylcylohexane (B),Benzene (E/MS),Toluene (B),Ethylbenzene (MS),m/p-Xylene (MS),o-Xylene (MS),Styrene (MS),i-Propylbenzene (MS),n-Propylbenzene (MS),3-Ethyltoluene (MS),4-Ethyltoluene (MS),2-Ethyltoluene (MS),"1,3,5-Trimethylbenzene (MS)","1,2,4-Trimethylbenzene (MS)","1,2,3-Trimethylbenzene (MS)",alpha-Pinene (MS),beta-Pinene (MS),LL,Year,Month,Day,Hour
2638,2018-06-26 19:41:00,19:41:35,43277.82014,43277.82054,36.33333333,-120.2166667,1447.0,441.0456,1.938,193.8,117.0,,545.0,0.7,,508.9,221.8,73.9,16.74,3.829,3.811,62.9,116.6,280.0,24.36,27.8,23.19,2.059,82.2,94.5,0.48,2.36,521.0,7.92,1.215,0.867,1.048,0.575,1.573,,21.69,9.377,3.477,6.361,1.164,6.661,3.671,2.533,3.275,1148.0,50.0,123.0,797.0,15.0,168.0,383.0,14.0,,,,105.0,67.0,,,,,,,,,,14.0,6.0,,,,,,17.0,9.0,,,,,,4.0,6.0,,5.0,25.0,,,29.0,12.0,,,,,,,,,,,,,,,"(36.33333333, -120.2166667)",2018,6,26,19
2639,2018-06-26 19:42:00,19:42:34,43277.82083,43277.82123,36.53333333,-120.2,1308.0,398.6784,1.948,194.8,129.0,,549.0,0.7,,504.6,229.6,74.2,16.66,3.579,3.708,59.0,118.8,280.0,24.18,30.72,22.62,2.251,82.6,86.0,0.36,2.05,528.0,8.05,1.169,0.771,0.623,0.385,1.459,,21.07,8.597,3.11,6.081,0.966,4.76,3.132,2.144,2.821,1085.0,42.0,125.0,579.0,6.0,128.0,221.0,13.0,4.0,,,94.0,58.0,,,,,,,,,,15.0,8.0,,,,,3.0,18.0,11.0,,,,,,,10.0,,7.0,18.0,,,31.0,12.0,,,,,,,,,,,,,,,"(36.53333333, -120.2)",2018,6,26,19
2640,2018-06-26 19:43:00,19:43:33,43277.82153,43277.82191,36.46666667,-120.2,1315.0,400.812,1.955,195.5,106.0,,538.0,0.5,,506.6,235.5,72.9,16.66,3.838,3.605,60.6,112.3,279.0,25.1,29.67,24.43,2.347,85.5,85.9,0.54,2.35,548.0,8.56,1.011,0.788,0.801,0.537,1.594,,25.25,8.621,3.101,5.045,0.493,3.372,2.269,1.589,2.318,991.0,50.0,119.0,320.0,11.0,43.0,76.0,9.0,,,,58.0,25.0,,,,,,,,,,9.0,9.0,,8.0,,,4.0,13.0,7.0,,,,,,3.0,8.0,,,13.0,,,32.0,15.0,,,,,,,,,,,,,,,"(36.46666667, -120.2)",2018,6,26,19
2641,2018-06-26 19:44:00,19:44:31,43277.82222,43277.82258,36.53333333,-120.2,1305.0,397.764,1.946,194.6,129.0,,656.0,1.0,,517.4,230.7,76.6,16.2,4.228,3.695,72.6,116.8,286.0,24.9,28.64,23.55,2.178,82.4,82.3,0.58,2.29,573.0,10.31,1.257,0.79,0.818,0.401,1.12,,21.11,7.427,2.887,5.411,0.862,2.907,1.918,1.395,2.274,1026.0,110.0,141.0,317.0,28.0,34.0,57.0,9.0,,,,61.0,27.0,,10.0,,,,,,,,11.0,7.0,,,,,,12.0,7.0,,,,,,4.0,16.0,,,17.0,,,32.0,16.0,,,,,,,,,,,,,,,"(36.53333333, -120.2)",2018,6,26,19
2642,2018-06-26 19:45:00,19:45:34,43277.82292,43277.82331,36.6,-120.15,1325.0,403.86,2.041,204.1,95.0,,554.0,1.5,,509.4,231.3,72.8,16.28,3.615,3.569,80.6,117.7,281.0,26.09,33.02,23.52,2.189,82.2,96.7,0.44,2.23,525.0,7.79,1.316,0.807,0.684,0.364,1.393,,23.68,8.443,2.987,5.092,0.538,2.997,2.117,1.436,2.465,1007.0,46.0,122.0,377.0,6.0,44.0,59.0,8.0,,,,56.0,22.0,,,,,,,,,,8.0,7.0,,,,,,10.0,5.0,,,,,,,10.0,,,9.0,,,24.0,14.0,,,,,,,,,,,,,,,"(36.6, -120.15)",2018,6,26,19
2643,2018-06-26 19:46:00,19:46:35,43277.82361,43277.82402,36.66666667,-120.1333333,1370.0,417.576,1.971,197.1,101.0,,542.0,0.6,,506.9,241.4,73.1,16.66,3.684,3.623,58.1,113.6,279.0,23.94,31.35,22.69,2.117,81.9,93.5,0.43,2.03,524.0,8.3,1.076,0.832,0.656,0.359,1.372,,23.31,7.965,3.043,4.758,0.728,2.61,2.023,1.365,2.08,1024.0,34.0,115.0,291.0,,29.0,46.0,9.0,,,,44.0,19.0,,6.0,,,,,,,,5.0,3.0,,5.0,,,,12.0,5.0,,,,,,4.0,8.0,,,10.0,,,24.0,11.0,,,,,,,,,,,,,,,"(36.66666667, -120.1333333)",2018,6,26,19
2644,2018-06-26 19:47:00,19:47:34,43277.82431,43277.8247,36.73333333,-120.1,1383.0,421.5384,1.99,199.0,96.0,,549.0,0.9,,514.2,231.0,78.1,16.41,3.761,3.811,61.9,113.8,288.0,25.23,28.95,23.29,2.147,82.4,83.4,0.43,2.18,547.0,7.66,0.912,0.868,0.624,0.331,1.171,,22.18,6.969,2.728,4.698,0.639,2.613,1.923,1.205,2.009,973.0,40.0,119.0,284.0,13.0,31.0,43.0,8.0,,,,45.0,21.0,,11.0,,,,,,,,6.0,6.0,,,,,11.0,8.0,5.0,,,,,,,12.0,,,9.0,,,24.0,11.0,,,,,,,,,,,,,,,"(36.73333333, -120.1)",2018,6,26,19
2645,2018-06-26 19:48:00,19:48:36,43277.825,43277.82542,36.8,-120.0833333,1375.0,419.1,2.07,207.0,92.0,,562.0,2.5,,509.9,243.2,74.1,16.69,3.619,3.484,55.8,115.0,282.0,23.99,32.1,23.45,2.23,82.5,96.9,0.37,2.01,509.0,7.53,0.413,0.778,0.636,0.293,1.175,,24.6,7.723,2.802,4.366,0.637,2.545,1.801,1.232,1.883,998.0,45.0,120.0,302.0,7.0,23.0,39.0,9.0,,,,44.0,32.0,,21.0,,,,,,,,12.0,,,,,,,10.0,5.0,,,,,,,4.0,,,9.0,,,27.0,13.0,,,,,,,,,,,,,,,"(36.8, -120.0833333)",2018,6,26,19
2646,2018-06-26 19:49:00,19:49:35,43277.82569,43277.8261,36.86666667,-120.05,1373.0,418.4904,2.083,208.3,104.0,,523.0,1.6,,513.8,237.0,76.0,16.21,3.89,4.052,53.6,112.4,282.0,24.97,28.47,21.52,2.182,82.1,87.2,0.38,2.08,552.0,7.66,0.889,0.774,0.585,0.29,1.24,,23.37,7.488,2.955,4.008,0.611,2.535,1.896,1.27,1.898,1007.0,46.0,124.0,330.0,10.0,28.0,45.0,8.0,,,,58.0,21.0,,10.0,,,,,,,,11.0,9.0,,,,,4.0,14.0,6.0,,,,,,3.0,8.0,,,12.0,,,26.0,13.0,,,,,,,,,,,,,,,"(36.86666667, -120.05)",2018,6,26,19
2647,2018-06-26 19:50:00,19:50:35,43277.82639,43277.82679,36.91666667,-120.0,1363.0,415.4424,2.137,213.7,103.0,,545.0,1.4,,507.3,222.8,73.2,16.24,3.823,3.448,80.8,122.8,287.0,25.72,31.07,22.99,2.103,82.0,86.7,0.42,2.23,545.0,8.3,0.844,0.695,0.646,0.299,1.118,,22.81,6.34,2.581,4.865,0.554,2.725,1.839,1.366,2.304,1070.0,78.0,154.0,1086.0,28.0,249.0,86.0,14.0,4.0,,,124.0,42.0,,28.0,,,,,,,,17.0,11.0,,6.0,,,7.0,27.0,15.0,,,,,,5.0,20.0,,4.0,18.0,,,33.0,25.0,5.0,8.0,4.0,5.0,,,,,,,,,,,"(36.91666667, -120.0)",2018,6,26,19
2648,2018-06-26 19:51:00,19:51:35,43277.82708,43277.82749,36.96666667,-119.0,1416.0,431.5968,2.141,214.1,106.0,,546.0,1.9,,511.1,227.2,74.9,16.14,3.667,3.768,69.8,122.8,284.0,25.18,28.17,22.71,2.278,82.4,92.4,0.36,2.24,539.0,7.79,0.391,0.722,0.522,0.272,1.193,,21.84,6.247,2.728,4.867,0.527,2.816,2.06,1.411,2.575,1047.0,67.0,153.0,474.0,13.0,37.0,73.0,16.0,,,,96.0,35.0,,12.0,,,,,,,,11.0,8.0,,6.0,5.0,,5.0,19.0,11.0,,,,,4.0,6.0,19.0,,,18.0,,,32.0,25.0,4.0,5.0,,3.0,,,,,,,,,,,"(36.96666667, -119.0)",2018,6,26,19
2649,2018-06-26 19:52:00,19:52:36,43277.82778,43277.82819,37.01666667,-119.8666667,3062.0,933.2976,1.965,196.5,130.0,,536.0,0.4,,510.7,234.4,73.4,16.28,3.749,4.361,62.0,115.3,290.0,25.41,29.38,22.07,2.177,82.4,83.8,0.48,2.1,563.0,8.05,0.827,0.822,0.592,0.299,1.08,,23.25,7.696,3.157,4.971,0.473,2.862,2.153,1.366,2.275,998.0,48.0,175.0,348.0,8.0,31.0,51.0,,,,,52.0,19.0,4.0,14.0,,,,,,,,6.0,,,5.0,,,,9.0,5.0,,,,,,,9.0,,,9.0,,,35.0,12.0,,,,,,,,,,,,,,,"(37.01666667, -119.8666667)",2018,6,26,19
2650,2018-06-26 19:53:00,19:53:38,43277.82847,43277.82891,37.08333333,-119.8166667,4400.0,1341.12,1.938,193.8,137.0,,555.0,0.1,,504.3,236.2,77.0,16.37,3.716,3.327,56.7,110.0,285.0,24.88,32.19,22.81,2.179,82.2,85.4,0.34,2.06,547.0,7.44,1.067,0.833,0.696,0.363,1.26,,25.22,7.591,3.096,5.13,0.905,3.021,2.079,1.289,2.043,1063.0,47.0,181.0,334.0,7.0,31.0,55.0,7.0,,,,37.0,15.0,,5.0,,,,,,,,,,,,,,,5.0,3.0,,,,,,,9.0,,,,,,38.0,9.0,,,,,,,,,,,,,,,"(37.08333333, -119.8166667)",2018,6,26,19
2651,2018-06-26 19:56:00,19:56:40,43277.83056,43277.83102,37.23333333,-119.6,7377.0,2248.5096,1.898,189.8,102.0,,580.0,0.0,,506.9,225.1,73.0,16.75,4.088,3.273,31.6,101.2,286.0,25.15,28.17,21.68,2.114,83.1,111.4,0.57,2.18,554.0,9.2,0.097,0.776,0.438,0.215,0.527,,30.38,6.837,2.04,3.171,0.348,1.611,0.821,0.703,0.56,805.0,14.0,82.0,114.0,17.0,5.0,14.0,7.0,4.0,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,9.0,,,19.0,,,,,,,,,,,,,,,,"(37.23333333, -119.6)",2018,6,26,19
2652,2018-06-26 19:59:00,19:59:55,43277.83264,43277.83328,37.38333333,-119.3833333,12371.0,3770.6808,1.868,186.8,77.0,,564.0,,,511.1,243.2,73.3,16.16,3.985,3.285,14.0,96.8,267.0,24.72,29.44,16.8,1.965,82.1,76.0,0.16,1.36,579.0,7.79,0.055,0.64,0.296,0.149,0.411,,24.53,3.818,1.253,1.305,0.163,0.67,0.423,0.32,0.275,605.0,12.0,61.0,72.0,4.0,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,13.0,,,,,,,,,,,,,,,,"(37.38333333, -119.3833333)",2018,6,26,19
2653,2018-06-26 20:02:00,20:02:49,43277.83472,43277.83529,37.53333333,-119.1166667,14259.0,4346.1432,1.874,187.4,86.0,,587.0,0.2,,508.5,238.8,73.2,16.24,4.09,3.279,35.3,92.9,270.0,24.38,28.11,17.44,2.014,82.1,87.8,0.38,1.48,611.0,9.97,0.145,0.712,0.638,0.429,0.557,,22.88,4.736,1.128,1.492,0.291,0.708,0.453,0.53,0.421,668.0,128.0,92.0,95.0,67.0,4.0,16.0,15.0,,,,5.0,6.0,3.0,17.0,,,,,,,,,,5.0,7.0,,,,,,,,,,,,9.0,,,,,,44.0,17.0,,3.0,,,,,,,,,,,,,"(37.53333333, -119.1166667)",2018,6,26,20
2654,2018-06-26 20:04:00,20:04:45,43277.83611,43277.83663,37.61666667,-118.9166667,15048.0,4586.6304,1.906,190.6,272.0,,576.0,0.6,,511.7,225.9,73.1,16.3,3.956,3.273,33.0,103.1,279.0,24.96,26.82,19.0,2.096,83.4,87.3,0.43,1.78,607.0,9.07,0.24,0.76,0.456,0.227,0.648,,25.62,6.487,1.969,2.771,0.534,1.564,0.888,0.63,0.762,2305.0,1260.0,409.0,508.0,411.0,28.0,87.0,9.0,66.0,4.0,4.0,17.0,27.0,10.0,98.0,,,,,,,,15.0,6.0,,12.0,3.0,,,4.0,,,,,,,,13.0,,,26.0,,,320.0,104.0,14.0,25.0,11.0,9.0,,5.0,5.0,5.0,5.0,3.0,7.0,8.0,13.0,13.0,"(37.61666667, -118.9166667)",2018,6,26,20
2655,2018-06-26 20:06:00,20:06:38,43277.8375,43277.83794,37.51666667,-119.0166667,14631.0,4459.5288,1.857,185.7,,,565.0,0.0,,511.9,245.6,74.8,16.66,4.058,3.291,9.4,93.9,263.0,23.34,29.3,15.29,1.885,82.3,85.6,0.29,1.28,569.0,8.05,0.047,0.776,0.325,0.141,0.331,,22.45,3.841,1.081,0.672,0.145,0.465,0.145,0.283,0.169,501.0,41.0,50.0,42.0,21.0,,7.0,6.0,5.0,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,10.0,,,10.0,,,,,,,,,,,,,,,,"(37.51666667, -119.0166667)",2018,6,26,20
2656,2018-06-26 20:09:00,20:10:08,43277.83993,43277.84037,37.33333333,-119.35,11440.0,3486.912,1.908,190.8,68.0,,586.0,0.2,,506.7,229.3,74.3,16.72,3.748,3.269,30.2,105.4,282.0,23.9,26.44,18.86,2.163,84.8,76.4,0.3,1.75,532.0,9.41,0.267,1.288,0.327,0.201,0.474,,23.9,4.515,1.665,2.424,0.243,1.25,0.802,0.455,,743.0,18.0,96.0,133.0,5.0,10.0,17.0,5.0,4.0,,,12.0,6.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,4.0,,,,,,18.0,4.0,,,,,,,,,,,3.0,5.0,,,"(37.33333333, -119.35)",2018,6,26,20
2657,2018-06-26 20:11:00,20:12:03,43277.84132,43277.8417,37.21666667,-119.4833333,9021.0,2749.6008,1.89,189.0,86.0,,549.0,,,505.7,226.3,71.0,16.55,3.477,3.257,29.9,104.4,269.0,23.74,26.36,16.6,1.887,80.3,49.7,0.18,1.55,495.0,7.17,0.163,1.113,0.343,0.192,0.46,,21.08,3.965,1.505,1.837,0.205,0.934,0.549,0.37,,721.0,8.0,95.0,86.0,,8.0,18.0,7.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,17.0,,,,,,,,,,,,,,,,"(37.21666667, -119.4833333)",2018,6,26,20
2658,2018-06-26 20:13:00,20:14:00,43277.84271,43277.84306,37.08333333,-119.5833333,6340.0,1932.432,1.948,194.8,90.0,,569.0,0.4,,512.0,239.1,71.6,16.29,3.811,3.555,55.3,121.3,278.0,23.94,31.37,20.48,2.122,82.2,59.2,0.39,2.03,521.0,8.13,0.747,1.371,0.498,0.28,0.842,,21.92,7.071,2.843,4.337,0.5,2.561,1.798,1.02,,1041.0,67.0,154.0,318.0,19.0,30.0,42.0,7.0,4.0,,,31.0,15.0,,22.0,,,,,,,,4.0,,,,,,,8.0,4.0,,,,,,,7.0,,,8.0,,,30.0,10.0,,7.0,,3.0,,3.0,,4.0,4.0,,4.0,5.0,,,"(37.08333333, -119.5833333)",2018,6,26,20
2659,2018-06-26 20:16:00,20:16:56,43277.84479,43277.84509,36.86666667,-119.45,3152.0,960.7296,1.961,196.1,131.0,,557.0,0.4,,507.3,226.1,71.1,16.02,3.295,3.987,80.7,142.6,291.0,23.15,28.56,23.09,2.289,84.1,80.5,0.61,3.64,502.0,8.49,0.833,1.451,0.49,0.288,1.141,,23.19,6.296,3.443,7.774,1.084,4.458,3.231,2.18,,1111.0,67.0,306.0,741.0,12.0,63.0,78.0,13.0,,,,99.0,34.0,,39.0,,,,,,,,15.0,7.0,,,,,4.0,15.0,10.0,,,,,4.0,5.0,15.0,,4.0,13.0,,,42.0,23.0,5.0,,,,,,,,,,,,,,"(36.86666667, -119.45)",2018,6,26,20
2660,2018-06-26 20:19:00,20:19:54,43277.84688,43277.84715,36.66666667,-119.35,1828.0,557.1744,1.955,195.5,127.0,,552.0,0.4,,509.2,227.0,71.0,16.65,3.932,4.281,92.5,132.2,283.0,22.36,29.08,21.47,2.113,83.1,52.2,0.48,3.2,475.0,47.7,0.921,1.644,0.704,0.445,1.434,,21.42,7.638,3.501,6.653,0.951,4.219,3.11,1.999,,1063.0,46.0,164.0,516.0,8.0,52.0,73.0,11.0,,,,73.0,34.0,,11.0,,,,,,,,11.0,4.0,,7.0,,,3.0,14.0,8.0,,,,,,4.0,14.0,,,10.0,,,33.0,16.0,3.0,4.0,,,,,,,,,,,,,"(36.66666667, -119.35)",2018,6,26,20
2661,2018-06-26 20:21:00,20:21:53,43277.84826,43277.84853,36.55,-119.3333333,1571.0,478.8408,1.972,197.2,97.0,,572.0,0.6,,516.5,240.5,72.5,16.04,4.426,3.841,87.1,151.6,285.0,24.47,31.98,21.57,2.16,82.9,51.4,0.39,2.18,505.0,12.48,0.835,1.55,0.561,0.323,1.386,,20.1,8.891,3.357,5.816,0.604,3.992,2.764,1.658,,1088.0,67.0,169.0,471.0,9.0,56.0,88.0,10.0,,,,112.0,40.0,,27.0,,,,,,,,14.0,9.0,,,,,7.0,27.0,14.0,,,,,,6.0,12.0,,4.0,16.0,,,29.0,18.0,3.0,5.0,,,,,,,,,,,,,"(36.55, -119.3333333)",2018,6,26,20
2662,2018-06-26 20:24:00,20:24:55,43277.85035,43277.85064,36.36666667,-119.4666667,1569.0,478.2312,2.09,209.0,115.0,,586.0,2.1,,506.9,222.9,70.1,16.72,3.764,3.774,67.7,125.2,282.0,23.46,27.22,23.17,2.202,84.4,83.5,0.4,2.28,528.0,9.41,1.1,1.494,0.627,0.367,1.294,,21.83,7.665,3.829,7.371,0.806,4.737,2.792,1.723,,1079.0,44.0,142.0,408.0,20.0,51.0,74.0,8.0,3.0,3.0,3.0,57.0,23.0,,5.0,,,,,,,,3.0,,,,,,,8.0,6.0,,,,,,,10.0,,,9.0,,,28.0,13.0,,,,,,,,,,,,,,,"(36.36666667, -119.4666667)",2018,6,26,20
2663,2018-06-26 20:30:00,20:31:14,43277.85475,43277.85502,35.98333333,-119.6833333,1247.0,380.0856,1.967,196.7,109.0,,580.0,0.6,,516.4,231.3,72.9,16.5,3.348,5.406,98.1,134.6,292.0,24.68,33.93,20.58,1.968,80.6,52.8,0.81,2.55,527.0,10.79,1.225,1.597,1.315,0.499,1.539,,17.93,10.684,3.989,7.226,1.006,5.391,3.314,2.022,,1128.0,32.0,167.0,333.0,9.0,39.0,63.0,8.0,,,,47.0,22.0,,,,,,,,,,4.0,,,,,,,10.0,5.0,,,,,23.0,5.0,11.0,,,7.0,,,29.0,8.0,,,,,,,,,,,,,,,"(35.98333333, -119.6833333)",2018,6,26,20
2664,2018-06-26 20:33:00,20:33:26,43277.85625,43277.85655,35.86666667,-119.55,1253.0,381.9144,1.956,195.6,132.0,,574.0,0.7,,502.5,225.5,72.3,16.6,3.466,5.369,85.0,125.4,281.0,22.78,28.17,22.4,2.438,83.9,75.5,0.69,2.58,479.0,8.19,1.336,1.546,0.968,0.412,1.652,,20.18,8.86,4.0,7.163,0.896,4.82,3.237,1.983,,1151.0,43.0,170.0,369.0,7.0,38.0,72.0,9.0,,,,46.0,21.0,,3.0,,,,,,,,4.0,,,,,,,8.0,4.0,,,,,,5.0,10.0,,,7.0,,,36.0,10.0,,,,,,,,,,,,,,,"(35.86666667, -119.55)",2018,6,26,20
2665,2018-06-26 20:35:00,20:35:25,43277.85764,43277.85793,35.78333333,-119.4333333,1267.0,386.1816,1.967,196.7,135.0,,567.0,1.1,,516.8,233.6,72.9,16.57,3.842,5.024,101.5,135.9,291.0,23.41,28.92,21.49,2.224,82.2,60.6,0.58,2.49,500.0,8.95,1.224,1.745,0.751,0.439,1.64,,19.87,9.307,4.154,7.367,1.238,5.25,3.418,2.013,,1157.0,38.0,175.0,371.0,4.0,40.0,70.0,5.0,,,,44.0,21.0,,8.0,,,,,,,,3.0,,,,,,,9.0,5.0,,,,,,6.0,7.0,,,9.0,,,33.0,9.0,,,,,,,,,,,,,,,"(35.78333333, -119.4333333)",2018,6,26,20
2666,2018-06-26 20:37:00,20:37:27,43277.85903,43277.85934,35.66666667,-119.3166667,1248.0,380.3904,1.949,194.9,131.0,,584.0,0.2,,512.3,244.6,71.8,16.04,3.642,4.34,71.1,126.4,283.0,24.58,35.17,20.25,2.141,84.8,57.8,0.45,2.45,540.0,9.41,1.135,1.683,0.67,0.392,1.436,,18.22,9.888,3.773,6.126,1.038,4.511,2.66,1.685,,1030.0,25.0,146.0,304.0,,34.0,59.0,7.0,,,,37.0,17.0,,,,,,,,,,3.0,,,,,,,8.0,4.0,,,,,,,6.0,,,7.0,,,25.0,6.0,,,,,,,,,,,,,6.0,,"(35.66666667, -119.3166667)",2018,6,26,20
2667,2018-06-26 20:41:00,20:41:38,43277.86192,43277.86225,35.63333333,-119.2666667,2262.0,689.4576,1.926,192.6,107.0,,576.0,0.3,,510.9,228.8,71.2,16.7,3.583,4.23,56.8,112.5,279.0,23.05,26.45,20.09,2.242,84.1,72.8,0.5,2.05,480.0,8.68,0.947,1.715,0.558,0.328,1.224,,20.86,6.994,3.225,5.381,0.6,3.737,2.627,1.504,,1125.0,34.0,147.0,336.0,9.0,41.0,84.0,10.0,,,,38.0,22.0,,5.0,,,,,,,,3.0,,,,,,,7.0,5.0,,,,,,,15.0,,,11.0,,,29.0,7.0,,,,,,,,,,,,,,,"(35.63333333, -119.2666667)",2018,6,26,20
2668,2018-06-26 20:43:00,20:43:42,43277.86331,43277.86368,35.73333333,-119.4,2257.0,687.9336,2.059,205.9,128.0,,562.0,1.2,,514.8,234.1,71.2,16.64,3.741,5.185,94.9,130.3,287.0,23.12,29.36,21.17,2.186,82.2,60.5,0.59,2.3,479.0,8.49,1.185,1.636,0.736,0.391,1.521,,19.51,9.143,4.13,7.158,0.988,5.034,3.308,1.897,,1136.0,29.0,170.0,360.0,8.0,38.0,67.0,7.0,,,,42.0,20.0,,,,,,,,,,3.0,,,,,,,8.0,4.0,,,,,,5.0,8.0,,,7.0,,,32.0,9.0,,,,,,,,,,,,,,,"(35.73333333, -119.4)",2018,6,26,20
2669,2018-06-26 20:45:00,20:45:38,43277.8647,43277.86502,35.83333333,-119.5166667,2252.0,686.4096,1.964,196.4,140.0,,599.0,0.6,,515.2,236.4,73.1,16.44,3.803,5.112,94.0,131.9,291.0,25.27,35.03,19.27,1.841,83.4,60.3,0.65,2.29,556.0,10.79,1.289,1.636,0.835,0.4,1.579,,15.68,11.229,4.069,6.151,0.673,4.839,3.16,2.001,,1140.0,40.0,168.0,412.0,6.0,38.0,67.0,10.0,,,,46.0,20.0,,6.0,,,,,,,,4.0,,,,,,,11.0,4.0,,,,,,3.0,10.0,,,9.0,,,26.0,8.0,,,,,,,,,,,,,,,"(35.83333333, -119.5166667)",2018,6,26,20
2670,2018-06-26 20:47:00,20:47:41,43277.86609,43277.86645,35.93333333,-119.6333333,2245.0,684.276,1.936,193.6,122.0,,583.0,0.2,,514.8,228.5,71.5,16.76,3.615,4.605,73.0,122.5,288.0,24.67,27.73,21.53,2.226,84.1,74.5,0.51,2.4,529.0,8.36,1.111,1.496,0.921,0.392,1.464,,19.0,8.114,3.65,6.233,0.758,4.296,2.693,1.637,,1065.0,27.0,163.0,290.0,,33.0,55.0,7.0,,,,34.0,15.0,,,,,,,,,,,,,3.0,,,,5.0,,,,,,29.0,4.0,7.0,,,7.0,,,31.0,7.0,,,,,,,,,,,,,,,"(35.93333333, -119.6333333)",2018,6,26,20
2671,2018-06-26 20:52:00,20:52:47,43277.86968,43277.86999,35.98333333,-119.7,3085.0,940.308,1.865,186.5,82.0,,543.0,,,510.5,231.5,72.2,16.57,3.628,3.929,57.8,111.0,264.0,25.57,25.74,14.49,1.854,79.0,54.6,0.23,1.43,470.0,8.49,0.45,1.233,0.396,0.259,0.794,,14.15,4.766,1.669,2.172,0.168,1.462,1.022,0.592,,602.0,16.0,77.0,113.0,6.0,17.0,12.0,6.0,,,,17.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,13.0,5.0,,,,,,,,,,,,,,,"(35.98333333, -119.7)",2018,6,26,20
2672,2018-06-26 20:54:00,20:55:03,43277.87106,43277.87156,35.9,-119.5833333,3080.0,938.784,1.906,190.6,120.0,,563.0,0.2,,515.7,235.3,73.7,16.22,3.733,3.936,53.1,112.7,270.0,24.31,32.47,19.18,1.992,79.7,53.3,0.35,1.72,521.0,7.88,1.015,1.471,0.519,0.297,1.191,,17.35,8.613,2.996,4.371,0.562,3.113,1.835,1.107,,1005.0,32.0,188.0,250.0,6.0,26.0,46.0,7.0,,,,22.0,12.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,6.0,,,5.0,,,32.0,5.0,,,,,,,,,,,,,,,"(35.9, -119.5833333)",2018,6,26,20
2673,2018-06-26 20:56:00,20:57:05,43277.87245,43277.87297,35.8,-119.45,3078.0,938.1744,2.013,201.3,124.0,,584.0,0.7,,512.2,229.8,71.5,16.05,3.724,5.016,80.7,126.1,274.0,24.5,27.15,21.43,2.111,83.3,76.3,0.58,2.41,524.0,8.49,1.196,1.706,0.766,0.417,1.482,,18.68,8.487,4.05,7.314,1.081,4.942,3.099,1.929,,1122.0,34.0,169.0,349.0,7.0,36.0,66.0,7.0,,,,42.0,18.0,,9.0,,,,,,,,,,,4.0,,,,7.0,4.0,,,,,,4.0,8.0,,,7.0,,,32.0,9.0,,,,,,,,,,,,,,,"(35.8, -119.45)",2018,6,26,20
